time_s,mass_g,thrust_n
35.644689083099365,84.05099999999999,0.8242587391499999
35.72736597061157,83.22,0.816109413
35.81183958053589,82.621,0.8102352296499999
35.89284324645996,81.744,0.8016347976
35.978187799453735,81.14399999999999,0.7957508075999999
36.05815076828003,80.68299999999999,0.79122994195
36.14273953437805,80.222,0.7867090763
36.23256826400757,80.222,0.7867090763
36.310569047927856,80.452,0.7889646057999999
36.38909983634949,80.591,0.7903277301499999
36.47170615196228,80.868,0.7930441722
36.56191372871399,81.329,0.79756503785
36.64418411254883,81.975,0.8039001337499999
36.71983861923218,82.621,0.8102352296499999
36.80250072479248,83.22,0.816109413
36.888484477996826,83.54299999999999,0.8192769609499999
36.97003436088562,83.866,0.8224445089
37.050615072250366,84.097,0.82470984505
37.133339405059814,84.097,0.82470984505
37.217639446258545,83.63499999999999,0.82017917275
37.2988178730011,81.92899999999999,0.8034490278499999
37.38578510284424,79.80699999999999,0.7826393165499999
37.464160203933716,77.40799999999999,0.7591131631999999
37.546874046325684,75.47,0.7401078755
37.63616466522217,74.455,0.7301541257499999
37.71558237075806,74.03999999999999,0.7260843659999999
37.79498767852783,73.67099999999999,0.7224657121499999
37.877713441848755,73.16399999999999,0.7174937405999999
37.96763038635254,73.16399999999999,0.7174937405999999
38.04625654220581,73.579,0.7215635003499999
38.12576937675476,74.455,0.7301541257499999
38.20854115486145,75.378,0.7392056637
38.2955162525177,76.66999999999999,0.7518758554999999
38.37528443336487,77.592,0.7609175868
38.456653356552124,78.746,0.7722344608999999
38.53930592536926,79.622,0.7808250863
38.624632120132446,81.78999999999999,0.8020859035
38.707473278045654,83.728,0.8210911912
38.78740358352661,85.15799999999999,0.8351147006999999
38.870079040527344,87.095,0.85411018175
38.953667402267456,88.66399999999999,0.8694968155999999
39.03723192214966,90.27799999999999,0.8853247486999999
39.118180990219116,92.216,0.9043300364
39.20098423957825,94.06099999999999,0.92242330565
39.2864511013031,95.30699999999999,0.9346423915499998
39.36730360984802,96.41399999999999,0.9454983530999999
39.44916605949402,97.42899999999999,0.9554521028499999
39.53191804885864,98.628,0.9672102762
39.61754369735718,102.17999999999999,1.0020434969999998
39.697309494018555,106.609,1.04547714985
39.788700580596924,146.973,1.4413127704500002
39.862778425216675,298.00600000000003,2.9224405399
39.94766855239868,602.3779999999999,5.9073102137
40.03868246078491,1041.359,10.21224323735
40.11434745788574,1559.732,15.2957458178
40.19370174407959,2076.121,20.35979200465
40.27858805656433,2523.407,24.74616925655
40.359089851379395,2918.5640000000003,28.621335650600003
40.44177865982056,3264.9610000000002,32.01832979065
40.524580001831055,3557.9390000000003,34.89146249435
40.6082558631897,3832.694,37.5858886151
40.69206881523132,4082.9080000000004,40.039649738200005
40.772639989852905,4322.235,42.386645862749994
40.85533928871155,4567.19,44.7888338135
40.942434310913086,4812.33,47.1928359945
41.021275997161865,5069.094999999999,49.71084048175
41.10345935821533,5308.606,52.0596410299
41.18628668785095,5488.563,53.82441634395
41.27100324630737,5603.567,54.95222032055
41.351553201675415,5603.567,54.95222032055
41.436503648757935,5596.831999999999,54.886172532799996
41.517059087753296,5413.692999999999,53.09019245844999
41.59965205192566,4985.275,48.88884707875
41.68329167366028,4224.4839999999995,41.4280360186
41.76506280899048,3152.309,30.913591054850002
41.84907531738281,1997.9759999999999,19.593451340399998
41.93048048019409,1035.085,10.150716315250001
42.01306676864624,406.183,3.98329451695
42.09867787361145,135.994,1.3336455601
42.179402589797974,85.52699999999999,0.8387333545499999
42.26518893241882,83.03599999999999,0.8143049893999998
42.34370517730713,82.15899999999999,0.8057045573499999
42.42710852622986,81.237,0.7966628260499999
42.51542901992798,80.17599999999999,0.7862579703999999
42.594334840774536,79.06899999999999,0.7754020088499999
42.674511194229126,78.33,0.7681548945
42.75722789764404,77.26899999999999,0.7577500388499999
42.8428099155426,75.88499999999999,0.7441776352499999
42.922630310058594,74.54799999999999,0.7310661441999999
43.006338596343994,73.118,0.7170426347
43.08802008628845,72.42599999999999,0.7102564328999998
43.170761585235596,71.964,0.7057257606
43.25511193275452,71.41099999999999,0.7003026831499999
43.337677001953125,70.90299999999999,0.6953209049499999
43.42056679725647,69.981,0.6862791736499999
43.50159001350403,69.335,0.67994407775
43.5858097076416,68.689,0.67360898185
43.6738064289093,67.81299999999999,0.6650183564499998
43.753525495529175,67.351,0.66048768415
43.832380056381226,67.213,0.6591343664499999
43.915114402770996,66.89,0.6559668185
43.99970769882202,66.89,0.6559668185
44.090229511260986,67.30499999999999,0.66003657825
44.16695737838745,67.859,0.6654694623499999
44.24586582183838,68.458,0.6713436456999999
44.32866334915161,69.51899999999999,0.6817485013499999
44.41291069984436,71.134,0.6975862411
44.493988275527954,73.76299999999999,0.7233679239499999
44.57821464538574,76.66999999999999,0.7518758554999999
44.659411668777466,79.02199999999999,0.7749410963
44.74216270446777,80.729,0.79168104785
44.82869911193848,81.836,0.8025370094
44.90811204910278,82.252,0.8066165758
44.99494290351868,82.99,0.8138538835
45.07293629646301,83.728,0.8210911912
45.15566086769104,84.604,0.8296818166
45.24327039718628,85.52699999999999,0.8387333545499999
45.322771072387695,86.496,0.8482359984
45.403780937194824,87.326,0.8563755179
45.48645758628845,87.326,0.8563755179
45.571640491485596,87.14099999999999,0.85456128765
45.66003489494324,86.67999999999999,0.850040422
45.73911213874817,85.89599999999999,0.8423520083999999
45.81727123260498,85.25,0.8360169125
45.89998960494995,85.06599999999999,0.8342124888999999
45.985376834869385,84.78899999999999,0.8314960468499999
46.06535530090332,84.64999999999999,0.8301329224999999
46.15257287025452,84.327,0.82696537455
46.23076605796814,83.728,0.8210911912
46.313631534576416,82.99,0.8138538835
46.40199112892151,82.759,0.81158854735
46.48174524307251,82.574,0.8097743171
46.56161141395569,81.836,0.8025370094
46.648937940597534,81.28299999999999,0.7971139319499999
46.72701597213745,81.375,0.79801614375
46.81393003463745,81.006,0.7943974899
46.89240884780884,79.853,0.7830904224499999
46.97511529922485,79.115,0.77585311475
47.06393337249756,78.746,0.7722344608999999
47.14297270774841,78.238,0.7672526827
47.22326064109802,77.91499999999999,0.76408513475
47.30591893196106,77.223,0.75729893295
47.3905234336853,76.577,0.75096383705
47.47265696525574,75.747,0.74282431755
47.554099321365356,74.77799999999999,0.7333216736999999
47.636794090270996,74.27099999999999,0.7283497021499998
47.72128176689148,73.76299999999999,0.7233679239499999
47.80213403701782,73.256,0.7183959524
